0383
DTN_SAN008
yyyy/MM/dd hh:mm:ss,DFINAL (mm),QFINAL (l/s),VFINAL (m/s)
2023-09-29 05:40:00,121.17,25.70338,0.68
2023-09-29 05:45:00,115.98,24.15426,0.68
2023-09-29 05:50:00,113.16,21.60754,0.63
2023-09-29 05:55:00,114.56,24.78143,0.71
2023-09-29 06:00:00,114.81,24.50811,0.7
2023-09-29 06:05:00,114.54,24.42634,0.7
2023-09-29 06:10:00,116.22,25.65035,0.72
2023-09-29 06:15:00,118.68,26.79215,0.73
2023-09-29 06:20:00,119.26,26.23917,0.71
2023-09-29 06:25:00,118.81,26.46615,0.72
2023-09-29 06:30:00,118.11,26.24531,0.72
2023-09-29 06:35:00,122.79,27.34746,0.71
2023-09-29 06:40:00,125.36,30.1446,0.76
2023-09-29 06:45:00,124.81,29.95764,0.76
2023-09-29 06:50:00,126.65,30.18196,0.75
2023-09-29 06:55:00,128.02,31.05309,0.76
2023-09-29 07:00:00,128.46,31.20392,0.76
2023-09-29 07:05:00,127.99,31.0428,0.76
2023-09-29 07:10:00,127.83,30.98796,0.76
2023-09-29 07:15:00,127.06,29.91564,0.7400001
2023-09-29 07:20:00,126.82,30.23915,0.75
2023-09-29 07:25:00,127.03,30.30981,0.75
2023-09-29 07:30:00,125.29,30.51705,0.77
2023-09-29 07:35:00,125.59,30.22301,0.76
2023-09-29 07:40:00,128.08,31.89139,0.78
2023-09-29 07:45:00,129.6,32.42691,0.78
2023-09-29 07:50:00,128.75,31.30333,0.76
2023-09-29 07:55:00,127.76,30.55654,0.75
2023-09-29 08:00:00,127.72,30.54301,0.75
